dualband,refurb_new,hnd_price,phones,models,hnd_webcap,Customer_ID
Y,N,59.98999023,2,2,WCMB,1002572
Y,N,29.98999023,1,1,NA,1002573
N,N,29.98999023,1,1,NA,1002574
N,N,29.98999023,1,1,NA,1002575
Y,N,29.98999023,1,1,NA,1002576
N,N,129.9899902,4,4,WCMB,1002577
Y,N,59.98999023,4,3,WCMB,1002578
Y,N,129.9899902,5,4,WCMB,1002579
N,N,129.9899902,4,3,WCMB,1002580
Y,N,149.9899902,2,2,WCMB,1002581
N,N,29.98999023,1,1,NA,1002582
Y,R,99.98999023,4,4,WCMB,1002583
Y,N,79.98999023,3,2,WCMB,1002584
Y,N,149.9899902,2,2,WCMB,1002585
N,N,29.98999023,1,1,NA,1002586
Y,N,29.98999023,2,2,NA,1002587
N,N,29.98999023,1,1,NA,1002588
N,N,29.98999023,1,1,NA,1002589
N,N,29.98999023,1,1,NA,1002590
Y,N,149.9899902,3,2,WCMB,1002591
N,N,29.98999023,1,1,NA,1002592
N,N,29.98999023,1,1,NA,1002593
Y,N,149.9899902,5,4,WCMB,1002594
N,N,29.98999023,1,1,NA,1002595
Y,N,149.9899902,2,2,WCMB,1002596
Y,N,199.9899902,7,6,WCMB,1002597
N,N,129.9899902,7,5,WCMB,1002598
N,N,29.98999023,1,1,NA,1002599
Y,R,9.989997864,2,2,WC,1002600
Y,N,149.9899902,10,8,WCMB,1002601
Y,N,149.9899902,3,3,WCMB,1002602
N,R,9.989997864,2,2,NA,1002603
Y,N,29.98999023,3,2,NA,1002604
Y,N,29.98999023,2,1,NA,1002605
Y,N,29.98999023,1,1,WC,1002606
Y,N,79.98999023,2,2,WCMB,1002607
Y,N,29.98999023,2,2,NA,1002608
Y,N,149.9899902,3,3,WCMB,1002609
Y,N,149.9899902,2,2,WCMB,1002610
Y,N,59.98999023,2,2,WCMB,1002611
N,N,29.98999023,4,3,WC,1002612
Y,N,199.9899902,3,3,WCMB,1002613
N,N,29.98999023,1,1,NA,1002614
Y,R,99.98999023,4,4,WCMB,1002615
Y,N,149.9899902,3,2,WCMB,1002616
N,N,,4,3,WC,1002617
Y,N,79.98999023,2,2,WCMB,1002618
Y,R,99.98999023,4,3,WCMB,1002619
Y,N,149.9899902,2,2,WCMB,1002620
Y,N,199.9899902,2,2,WCMB,1002621
Y,N,29.98999023,3,2,NA,1002622
Y,N,149.9899902,3,2,WCMB,1002623
N,N,29.98999023,2,2,WC,1002624
Y,N,59.98999023,2,2,WCMB,1002625
Y,N,199.9899902,2,2,WCMB,1002626
Y,N,129.9899902,7,4,WCMB,1002627
Y,R,99.98999023,13,5,WCMB,1002628
Y,R,129.9899902,5,3,WCMB,1002629
Y,N,149.9899902,2,2,WCMB,1002630
Y,R,29.98999023,6,4,WCMB,1002631
Y,N,199.9899902,4,3,WCMB,1002632
Y,N,149.9899902,2,2,WCMB,1002633
T,N,99.98999023,4,3,WCMB,1002634
Y,R,99.98999023,3,3,WCMB,1002635
Y,R,9.989997864,2,2,NA,1002636
Y,N,149.9899902,3,2,WCMB,1002637
Y,N,149.9899902,5,3,WCMB,1002638
N,N,129.9899902,5,4,WCMB,1002639
N,R,79.98999023,3,3,WCMB,1002640
Y,N,149.9899902,3,3,WCMB,1002641
N,N,29.98999023,1,1,NA,1002642
Y,R,99.98999023,3,3,WCMB,1002643
N,N,29.98999023,1,1,NA,1002644
N,N,29.98999023,1,1,NA,1002645
T,N,99.98999023,2,2,WCMB,1002646
N,N,79.98999023,4,2,WC,1002647
N,N,29.98999023,1,1,NA,1002648
Y,N,149.9899902,2,2,WCMB,1002649
Y,N,79.98999023,2,2,WCMB,1002650
N,N,29.98999023,2,1,NA,1002651
N,N,29.98999023,2,1,NA,1002652
N,N,29.98999023,1,1,NA,1002653
Y,N,29.98999023,1,1,NA,1002654
N,N,29.98999023,5,3,NA,1002655
T,R,239.9899902,9,6,WCMB,1002656
Y,N,149.9899902,2,2,WCMB,1002657
Y,N,29.98999023,1,1,WC,1002658
N,N,29.98999023,1,1,NA,1002659
Y,N,59.98999023,2,2,WCMB,1002660
N,N,29.98999023,1,1,NA,1002661
Y,R,9.989997864,4,2,WC,1002662
Y,N,149.9899902,3,3,WCMB,1002663
Y,N,79.98999023,2,2,WCMB,1002664
N,N,29.98999023,1,1,NA,1002665
Y,N,59.98999023,2,2,WCMB,1002666
Y,R,99.98999023,5,3,WCMB,1002667
Y,N,149.9899902,3,3,WCMB,1002668
N,N,129.9899902,3,2,WCMB,1002669
Y,N,199.9899902,5,2,WCMB,1002670
Y,N,59.98999023,4,3,WCMB,1002671
N,N,29.98999023,1,1,NA,1002672
T,N,99.98999023,5,4,WCMB,1002673
Y,N,199.9899902,2,2,WCMB,1002674
N,N,129.9899902,3,3,WCMB,1002675
N,N,29.98999023,1,1,NA,1002676
Y,N,129.9899902,5,4,WCMB,1002677
Y,N,79.98999023,3,2,WCMB,1002678
Y,N,79.98999023,6,4,WCMB,1002679
Y,N,29.98999023,1,1,WC,1002680
N,N,29.98999023,1,1,NA,1002681
Y,N,199.9899902,3,3,WCMB,1002682
Y,N,29.98999023,1,1,WC,1002683
Y,N,29.98999023,1,1,WC,1002684
Y,N,59.98999023,2,2,WCMB,1002685
N,N,79.98999023,4,4,WC,1002686
Y,N,199.9899902,6,5,WCMB,1002687
Y,N,29.98999023,1,1,NA,1002688
Y,N,199.9899902,2,2,WCMB,1002689
Y,N,199.9899902,3,3,WCMB,1002690
Y,N,79.98999023,2,2,WCMB,1002691
N,N,79.98999023,2,2,WC,1002692
N,N,29.98999023,1,1,NA,1002693
N,N,29.98999023,1,1,NA,1002694
N,N,79.98999023,4,4,WC,1002695
Y,N,129.9899902,7,4,WCMB,1002696
Y,N,59.98999023,3,2,WCMB,1002697
Y,N,199.9899902,8,7,WCMB,1002698
Y,N,29.98999023,5,3,NA,1002699
Y,N,149.9899902,3,3,WCMB,1002700
N,N,59.98999023,5,3,WC,1002701
Y,N,199.9899902,5,4,WCMB,1002702
N,N,29.98999023,3,2,WC,1002703
N,N,29.98999023,2,1,NA,1002704
Y,R,9.989997864,3,3,WC,1002705
Y,N,149.9899902,7,3,WCMB,1002706
Y,N,79.98999023,2,2,WCMB,1002707
N,N,29.98999023,2,2,WCMB,1002708
N,N,129.9899902,3,3,WCMB,1002709
N,N,29.98999023,1,1,NA,1002710
N,N,129.9899902,3,2,WCMB,1002711
Y,N,79.98999023,3,3,WCMB,1002712
Y,N,29.98999023,2,1,NA,1002713
N,N,29.98999023,2,1,NA,1002714
Y,R,129.9899902,6,5,WCMB,1002715
Y,N,149.9899902,3,2,WCMB,1002716
N,N,29.98999023,1,1,NA,1002717
N,R,9.989997864,5,3,NA,1002718
Y,N,149.9899902,2,2,WCMB,1002719
Y,R,129.9899902,6,3,WCMB,1002720
Y,N,149.9899902,7,5,WCMB,1002721
Y,N,199.9899902,4,3,WCMB,1002722
Y,N,29.98999023,1,1,WC,1002723
Y,N,29.98999023,1,1,NA,1002724
N,N,29.98999023,2,2,WC,1002725
Y,R,79.98999023,6,4,WCMB,1002726
Y,N,29.98999023,1,1,WC,1002727
N,N,29.98999023,1,1,NA,1002728
Y,R,29.98999023,7,6,WCMB,1002729
Y,N,129.9899902,2,2,WCMB,1002730
N,N,29.98999023,3,2,WC,1002731
Y,N,129.9899902,3,3,WCMB,1002732
Y,N,29.98999023,1,1,WC,1002733
N,R,9.989997864,3,3,WC,1002734
Y,N,59.98999023,2,2,WCMB,1002735
Y,R,129.9899902,5,4,WCMB,1002736
Y,R,99.98999023,5,4,WCMB,1002737
N,N,29.98999023,1,1,NA,1002738
N,R,9.989997864,2,2,NA,1002739
N,R,9.989997864,2,2,NA,1002740
N,R,9.989997864,2,2,NA,1002741
Y,N,59.98999023,2,2,WCMB,1002742
Y,N,149.9899902,2,2,WCMB,1002743
Y,N,129.9899902,3,2,WCMB,1002744
Y,N,29.98999023,2,1,NA,1002745
N,N,29.98999023,1,1,NA,1002746
Y,N,149.9899902,4,4,WCMB,1002747
Y,N,29.98999023,2,2,NA,1002748
Y,N,199.9899902,4,3,WCMB,1002749
N,R,9.989997864,4,3,WCMB,1002750
Y,N,149.9899902,16,10,WCMB,1002751
N,N,29.98999023,5,3,NA,1002752
N,R,9.989997864,2,2,NA,1002753
Y,N,249.9899902,7,5,WCMB,1002754
Y,N,149.9899902,7,5,WCMB,1002755
N,N,29.98999023,1,1,NA,1002756
N,N,29.98999023,1,1,NA,1002757
Y,R,79.98999023,5,4,WCMB,1002758
Y,R,99.98999023,4,3,WCMB,1002759
N,N,129.9899902,7,3,WCMB,1002760
N,N,29.98999023,1,1,NA,1002761
Y,N,199.9899902,8,6,WCMB,1002762
N,N,29.98999023,1,1,NA,1002763
N,N,129.9899902,3,3,WCMB,1002764
Y,N,199.9899902,3,3,WCMB,1002765
N,N,29.98999023,1,1,NA,1002766
Y,N,59.98999023,4,3,WCMB,1002767
T,N,99.98999023,7,5,WCMB,1002768
Y,N,199.9899902,2,2,WCMB,1002769
Y,N,129.9899902,3,3,WCMB,1002770
Y,N,29.98999023,1,1,WC,1002771
Y,N,149.9899902,4,3,WCMB,1002772
Y,N,29.98999023,1,1,NA,1002773
N,N,79.98999023,2,2,WC,1002774
N,N,129.9899902,3,2,WCMB,1002775
Y,N,29.98999023,1,1,WC,1002776
N,N,79.98999023,5,3,WC,1002777
N,N,29.98999023,1,1,NA,1002778
N,N,29.98999023,3,1,NA,1002779
Y,N,199.9899902,7,5,WCMB,1002780
N,N,29.98999023,1,1,NA,1002781
Y,N,149.9899902,3,3,WCMB,1002782
Y,N,199.9899902,5,3,WCMB,1002783
N,N,79.98999023,3,2,WC,1002784
N,N,29.98999023,2,2,WCMB,1002785
Y,N,129.9899902,3,3,WCMB,1002786
N,N,29.98999023,2,2,WCMB,1002787
N,N,29.98999023,1,1,NA,1002788
N,R,9.989997864,2,2,NA,1002789
Y,N,149.9899902,2,2,WCMB,1002790
Y,R,39.98999023,3,3,WCMB,1002791
Y,N,149.9899902,3,2,WCMB,1002792
Y,N,29.98999023,1,1,NA,1002793
T,N,199.9899902,11,9,WCMB,1002794
Y,N,149.9899902,8,7,WCMB,1002795
N,N,29.98999023,1,1,NA,1002796
N,N,29.98999023,1,1,NA,1002797
Y,N,59.98999023,4,3,WCMB,1002798
N,N,29.98999023,2,1,NA,1002799
Y,N,149.9899902,4,4,WCMB,1002800
Y,N,29.98999023,1,1,NA,1002801
Y,N,149.9899902,2,2,WCMB,1002802
Y,N,79.98999023,3,3,WCMB,1002803
Y,N,149.9899902,2,2,WCMB,1002804
N,N,129.9899902,3,2,WCMB,1002805
Y,N,29.98999023,2,1,WC,1002806
Y,N,29.98999023,2,2,WC,1002807
Y,N,59.98999023,2,2,WCMB,1002808
Y,N,149.9899902,3,3,WCMB,1002809
Y,R,79.98999023,2,2,WCMB,1002810
N,N,29.98999023,1,1,NA,1002811
Y,N,79.98999023,3,3,WCMB,1002812
Y,N,199.9899902,4,3,WCMB,1002813
Y,N,199.9899902,2,2,WCMB,1002814
N,R,9.989997864,5,2,NA,1002815
Y,R,99.98999023,3,2,WCMB,1002816
N,N,29.98999023,1,1,NA,1002817
Y,N,149.9899902,2,2,WCMB,1002818
N,N,29.98999023,1,1,NA,1002819
N,N,129.9899902,3,3,WCMB,1002820
N,N,29.98999023,1,1,NA,1002821
N,N,79.98999023,7,4,WC,1002822
T,N,99.98999023,3,2,WCMB,1002823
Y,R,29.98999023,4,3,WCMB,1002824
Y,R,79.98999023,5,3,WCMB,1002825
N,N,59.98999023,2,2,WC,1002826
N,N,29.98999023,1,1,NA,1002827
Y,N,199.9899902,5,5,WCMB,1002828
N,N,29.98999023,1,1,NA,1002829
N,N,29.98999023,1,1,NA,1002830
N,N,29.98999023,1,1,NA,1002831
Y,N,79.98999023,5,3,WCMB,1002832
Y,N,29.98999023,2,2,NA,1002833
Y,N,149.9899902,4,3,WCMB,1002834
Y,N,29.98999023,1,1,NA,1002835
N,N,29.98999023,1,1,NA,1002836
N,N,29.98999023,1,1,NA,1002837
N,R,39.98999023,4,2,WC,1002838
Y,N,29.98999023,1,1,WC,1002839
T,N,99.98999023,3,3,WCMB,1002840
N,N,29.98999023,2,1,NA,1002841
Y,N,29.98999023,2,2,NA,1002842
Y,R,9.989997864,4,2,NA,1002843
N,R,29.98999023,5,3,WC,1002844
N,N,29.98999023,1,1,NA,1002845
Y,R,79.98999023,8,7,WCMB,1002846
Y,N,149.9899902,8,3,WCMB,1002847
Y,N,29.98999023,1,1,NA,1002848
Y,N,79.98999023,2,2,WCMB,1002849
Y,N,129.9899902,5,5,WCMB,1002850
Y,N,29.98999023,1,1,WC,1002851
N,R,9.989997864,2,2,WC,1002852
Y,N,199.9899902,3,3,WCMB,1002853
N,N,79.98999023,2,2,WC,1002854
N,N,29.98999023,1,1,NA,1002855
N,N,29.98999023,1,1,NA,1002856
N,N,29.98999023,4,3,WCMB,1002857
Y,N,149.9899902,2,2,WCMB,1002858
N,N,129.9899902,4,3,WCMB,1002859
Y,N,29.98999023,2,1,NA,1002860
N,N,29.98999023,1,1,NA,1002861
N,N,29.98999023,1,1,NA,1002862
Y,R,9.989997864,2,2,NA,1002863
N,N,29.98999023,3,3,WC,1002864
N,N,129.9899902,3,3,WCMB,1002865
Y,N,29.98999023,2,1,WC,1002866
Y,N,29.98999023,1,1,WC,1002867
Y,N,59.98999023,2,2,WCMB,1002868
Y,N,29.98999023,3,2,WC,1002869
Y,N,199.9899902,2,2,WCMB,1002870
Y,N,199.9899902,7,4,WCMB,1002871
N,N,129.9899902,4,3,WCMB,1002872
Y,N,129.9899902,3,3,WCMB,1002873
N,R,9.989997864,1,1,NA,1002874
Y,R,99.98999023,5,4,WCMB,1002875
Y,N,129.9899902,4,3,WCMB,1002876
N,N,29.98999023,1,1,NA,1002877
Y,N,199.9899902,3,3,WCMB,1002878
Y,N,199.9899902,5,4,WCMB,1002879
N,N,29.98999023,6,1,NA,1002880
Y,N,129.9899902,3,2,WCMB,1002881
Y,N,29.98999023,2,1,WC,1002882
Y,N,149.9899902,2,2,WCMB,1002883
Y,N,79.98999023,2,2,WCMB,1002884
N,N,29.98999023,7,3,WCMB,1002885
Y,N,29.98999023,1,1,NA,1002886
Y,R,9.989997864,2,2,NA,1002887
N,N,29.98999023,8,2,NA,1002888
T,N,399.9899902,2,2,WCMB,1002889
Y,N,29.98999023,1,1,NA,1002890
Y,N,149.9899902,4,2,WCMB,1002891
T,N,199.9899902,8,6,WCMB,1002892
Y,N,79.98999023,6,5,WCMB,1002893
N,N,29.98999023,1,1,NA,1002894
N,N,129.9899902,7,4,WCMB,1002895
N,N,29.98999023,1,1,NA,1002896
N,R,9.989997864,1,1,NA,1002897
N,R,9.989997864,3,2,NA,1002898
Y,N,29.98999023,1,1,WC,1002899
Y,N,29.98999023,2,1,WC,1002900
Y,N,199.9899902,2,2,WCMB,1002901
N,N,29.98999023,1,1,NA,1002902
Y,R,129.9899902,7,5,WCMB,1002903
N,N,129.9899902,4,4,WCMB,1002904
Y,R,99.98999023,6,3,WCMB,1002905
Y,N,149.9899902,2,2,WCMB,1002906
Y,N,149.9899902,5,4,WCMB,1002907
N,R,9.989997864,2,2,NA,1002908
Y,N,29.98999023,1,1,WC,1002909
N,R,9.989997864,3,2,NA,1002910
Y,N,129.9899902,2,2,WCMB,1002911
N,N,29.98999023,2,2,WC,1002912
Y,N,29.98999023,1,1,WC,1002913
Y,N,79.98999023,4,4,WCMB,1002914
Y,R,79.98999023,2,2,WCMB,1002915
Y,R,129.9899902,2,2,WCMB,1002916
Y,N,29.98999023,1,1,NA,1002917
Y,N,29.98999023,2,1,NA,1002918
N,N,29.98999023,1,1,NA,1002919
Y,N,149.9899902,2,2,WCMB,1002920
Y,N,149.9899902,5,4,WCMB,1002921
Y,N,199.9899902,4,3,WCMB,1002922
Y,N,29.98999023,1,1,NA,1002923
Y,N,29.98999023,1,1,WC,1002924
Y,N,79.98999023,2,2,WCMB,1002925
Y,N,79.98999023,2,2,WCMB,1002926
N,N,29.98999023,3,3,WC,1002927
Y,N,29.98999023,1,1,WC,1002928
T,N,199.9899902,12,7,WCMB,1002929
Y,N,199.9899902,2,2,WCMB,1002930
Y,N,29.98999023,1,1,WC,1002931
Y,N,199.9899902,7,7,WCMB,1002932
N,R,9.989997864,5,3,WC,1002933
N,N,29.98999023,1,1,NA,1002934
Y,N,149.9899902,3,3,WCMB,1002935
Y,N,29.98999023,1,1,WC,1002936
N,N,29.98999023,1,1,NA,1002937
Y,N,29.98999023,4,1,WC,1002938
Y,N,129.9899902,2,2,WCMB,1002939
N,N,29.98999023,1,1,NA,1002940
Y,N,149.9899902,3,3,WCMB,1002941
N,N,29.98999023,1,1,NA,1002942
N,N,29.98999023,1,1,NA,1002943
N,N,29.98999023,4,3,WC,1002944
T,N,199.9899902,6,4,WCMB,1002945
Y,N,199.9899902,3,3,WCMB,1002946
Y,N,29.98999023,3,2,WC,1002947
Y,N,59.98999023,4,3,WCMB,1002948
T,N,179.9899902,2,2,WCMB,1002949
Y,N,29.98999023,2,2,NA,1002950
N,N,29.98999023,1,1,NA,1002951
T,N,99.98999023,2,2,WCMB,1002952
Y,N,29.98999023,1,1,NA,1002953
Y,N,29.98999023,1,1,WC,1002954
Y,N,79.98999023,3,3,WCMB,1002955
Y,N,29.98999023,1,1,WC,1002956
N,R,29.98999023,4,4,WC,1002957
Y,N,29.98999023,3,2,WC,1002958
N,N,29.98999023,5,4,WCMB,1002959
N,N,29.98999023,1,1,NA,1002960
Y,N,29.98999023,1,1,WC,1002961
N,R,9.989997864,2,2,NA,1002962
N,R,9.989997864,3,2,WC,1002963
N,N,29.98999023,2,1,NA,1002964
Y,N,29.98999023,3,1,WC,1002965
Y,N,29.98999023,4,2,NA,1002966
N,N,,8,6,WC,1002967
Y,N,29.98999023,2,2,WC,1002968
Y,N,29.98999023,1,1,WC,1002969
Y,R,9.989997864,3,2,NA,1002970
Y,N,29.98999023,1,1,WC,1002971
N,N,29.98999023,1,1,NA,1002972
N,N,79.98999023,2,2,WC,1002973
Y,N,199.9899902,3,2,WCMB,1002974
Y,N,79.98999023,2,2,WCMB,1002975
Y,N,29.98999023,1,1,NA,1002976
Y,N,29.98999023,1,1,WC,1002977
Y,N,29.98999023,1,1,WC,1002978
Y,N,149.9899902,4,3,WCMB,1002979
N,N,29.98999023,2,1,NA,1002980
Y,R,129.9899902,5,4,WCMB,1002981
N,N,129.9899902,3,3,WCMB,1002982
T,N,99.98999023,7,6,WCMB,1002983
Y,N,149.9899902,2,2,WCMB,1002984
Y,R,29.98999023,5,4,WCMB,1002985
Y,N,149.9899902,2,2,WCMB,1002986
Y,N,149.9899902,2,2,WCMB,1002987
Y,N,29.98999023,1,1,WC,1002988
T,N,99.98999023,4,4,WCMB,1002989
Y,N,29.98999023,1,1,WC,1002990
N,N,129.9899902,2,2,WCMB,1002991
Y,N,129.9899902,4,4,WCMB,1002992
N,N,79.98999023,2,2,WC,1002993
T,N,199.9899902,13,7,WCMB,1002994
Y,N,149.9899902,2,2,WCMB,1002995
T,N,99.98999023,3,3,WCMB,1002996
T,N,99.98999023,2,2,WCMB,1002997
Y,N,29.98999023,1,1,WC,1002998
Y,R,9.989997864,2,2,WC,1002999
N,N,29.98999023,2,2,WC,1003000
Y,N,29.98999023,3,2,WC,1003001
Y,N,29.98999023,2,1,WC,1003002
N,N,29.98999023,2,2,NA,1003003
Y,N,29.98999023,1,1,WC,1003004
Y,N,199.9899902,2,2,WCMB,1003005
Y,N,149.9899902,4,2,WCMB,1003006
Y,N,199.9899902,3,3,WCMB,1003007
N,N,29.98999023,1,1,NA,1003008
N,R,9.989997864,2,2,NA,1003009
Y,N,29.98999023,1,1,NA,1003010
N,R,9.989997864,5,4,NA,1003011
Y,R,99.98999023,12,6,WCMB,1003012
Y,N,29.98999023,1,1,WC,1003013
Y,R,99.98999023,3,3,WCMB,1003014
Y,N,129.9899902,5,4,WCMB,1003015
N,N,29.98999023,2,2,NA,1003016
Y,R,99.98999023,4,4,WCMB,1003017
N,N,129.9899902,11,6,WCMB,1003018
Y,N,29.98999023,1,1,NA,1003019
Y,N,29.98999023,1,1,NA,1003020
Y,N,29.98999023,1,1,WC,1003021
Y,N,59.98999023,6,3,WCMB,1003022
N,N,29.98999023,2,2,NA,1003023
Y,N,199.9899902,9,6,WCMB,1003024
Y,N,199.9899902,4,3,WCMB,1003025
T,N,99.98999023,2,2,WCMB,1003026
N,N,29.98999023,1,1,NA,1003027
N,N,29.98999023,4,3,WC,1003028
Y,N,29.98999023,3,1,WC,1003029
N,N,399.9899902,3,3,WCMB,1003030
Y,N,79.98999023,3,3,WCMB,1003031
T,N,99.98999023,4,3,WCMB,1003032
N,N,29.98999023,3,2,NA,1003033
Y,N,199.9899902,2,2,WCMB,1003034
Y,N,29.98999023,1,1,NA,1003035
N,N,59.98999023,3,3,WC,1003036
N,N,29.98999023,1,1,NA,1003037
Y,N,79.98999023,2,2,WCMB,1003038
N,N,29.98999023,1,1,NA,1003039
Y,N,149.9899902,2,2,WCMB,1003040
Y,R,129.9899902,5,5,WCMB,1003041
Y,N,29.98999023,1,1,WC,1003042
T,N,99.98999023,2,2,WCMB,1003043
N,N,29.98999023,1,1,NA,1003044
Y,N,79.98999023,2,2,WCMB,1003045
N,N,29.98999023,1,1,NA,1003046
N,N,79.98999023,8,3,WC,1003047
N,N,29.98999023,1,1,NA,1003048
Y,R,9.989997864,2,2,NA,1003049
Y,N,199.9899902,4,4,WCMB,1003050
Y,N,149.9899902,3,3,WCMB,1003051
N,N,29.98999023,3,2,NA,1003052
N,N,129.9899902,4,4,WCMB,1003053
Y,N,29.98999023,1,1,NA,1003054
N,N,29.98999023,1,1,NA,1003055
Y,N,149.9899902,6,5,WCMB,1003056
Y,R,9.989997864,3,3,WC,1003057
Y,N,149.9899902,2,2,WCMB,1003058
N,N,29.98999023,2,1,NA,1003059
Y,N,29.98999023,1,1,WC,1003060
Y,N,29.98999023,1,1,WC,1003061
Y,N,29.98999023,1,1,WC,1003062
N,N,29.98999023,1,1,NA,1003063
Y,N,149.9899902,3,3,WCMB,1003064
Y,N,149.9899902,4,4,WCMB,1003065
Y,N,29.98999023,1,1,WC,1003066
Y,N,129.9899902,4,3,WCMB,1003067
Y,N,149.9899902,4,3,WCMB,1003068
Y,N,149.9899902,4,3,WCMB,1003069
Y,N,199.9899902,3,3,WCMB,1003070
Y,N,29.98999023,1,1,NA,1003071
Y,N,149.9899902,2,2,WCMB,1003072
Y,N,129.9899902,2,2,WCMB,1003073
Y,R,99.98999023,3,3,WCMB,1003074
Y,N,59.98999023,3,2,WCMB,1003075
Y,N,29.98999023,1,1,WC,1003076
Y,R,99.98999023,6,5,WCMB,1003077
Y,N,149.9899902,3,3,WCMB,1003078
N,N,79.98999023,2,2,WC,1003079
Y,N,199.9899902,3,3,WCMB,1003080
Y,N,149.9899902,2,2,WCMB,1003081
Y,N,149.9899902,4,4,WCMB,1003082
Y,N,199.9899902,2,2,WCMB,1003083
Y,N,29.98999023,2,2,WC,1003084
Y,N,149.9899902,3,3,WCMB,1003085
Y,R,79.98999023,7,4,WCMB,1003086
Y,N,199.9899902,2,2,WCMB,1003087
Y,R,9.989997864,7,4,NA,1003088
Y,N,29.98999023,1,1,WC,1003089
Y,N,249.9899902,5,4,WCMB,1003090
Y,N,149.9899902,2,2,WCMB,1003091
Y,N,29.98999023,1,1,WC,1003092
N,N,29.98999023,1,1,NA,1003093
N,N,129.9899902,4,3,WCMB,1003094
N,N,79.98999023,3,3,WC,1003095
N,N,129.9899902,5,4,WCMB,1003096
Y,N,29.98999023,1,1,WC,1003097
N,N,29.98999023,1,1,NA,1003098
N,N,129.9899902,4,3,WCMB,1003099
N,N,129.9899902,6,5,WCMB,1003100
Y,N,149.9899902,5,3,WCMB,1003101
Y,N,129.9899902,2,2,WCMB,1003102
Y,N,29.98999023,1,1,NA,1003103
N,N,29.98999023,1,1,NA,1003104
Y,N,149.9899902,4,2,WCMB,1003105
N,N,29.98999023,2,2,WCMB,1003106
Y,R,9.989997864,2,2,WC,1003107
N,N,129.9899902,4,4,WCMB,1003108
N,N,29.98999023,1,1,NA,1003109
Y,N,29.98999023,2,1,WC,1003110
Y,N,149.9899902,3,2,WCMB,1003111
N,N,29.98999023,4,3,WC,1003112
Y,N,149.9899902,2,2,WCMB,1003113
Y,N,149.9899902,2,2,WCMB,1003114
N,N,29.98999023,1,1,NA,1003115
Y,N,149.9899902,3,2,WCMB,1003116
Y,N,149.9899902,2,2,WCMB,1003117
N,N,129.9899902,2,2,WCMB,1003118
Y,N,29.98999023,1,1,WC,1003119
N,N,29.98999023,1,1,NA,1003120
Y,N,149.9899902,1,1,WCMB,1003121
Y,N,149.9899902,4,2,WCMB,1003122
N,N,29.98999023,1,1,NA,1003123
N,N,129.9899902,3,3,WCMB,1003124
Y,N,29.98999023,1,1,WC,1003125
N,R,9.989997864,2,2,NA,1003126
Y,N,199.9899902,10,7,WCMB,1003127
Y,N,149.9899902,2,2,WCMB,1003128
Y,N,149.9899902,8,3,WCMB,1003129
Y,N,29.98999023,3,3,WC,1003130
Y,N,149.9899902,2,2,WCMB,1003131
Y,R,9.989997864,3,2,WC,1003132
N,N,29.98999023,1,1,NA,1003133
Y,R,9.989997864,3,2,NA,1003134
N,N,129.9899902,2,2,WCMB,1003135
Y,N,79.98999023,5,5,WCMB,1003136
Y,N,59.98999023,6,2,WCMB,1003137
N,N,29.98999023,1,1,NA,1003138
Y,N,149.9899902,3,3,WCMB,1003139
N,N,29.98999023,1,1,NA,1003140
Y,R,9.989997864,6,3,WC,1003141
Y,N,199.9899902,3,2,WCMB,1003142
Y,N,199.9899902,3,3,WCMB,1003143
Y,N,29.98999023,3,1,WC,1003144
Y,N,199.9899902,2,2,WCMB,1003145
N,N,29.98999023,1,1,NA,1003146
Y,N,29.98999023,1,1,WC,1003147
N,N,29.98999023,1,1,NA,1003148
T,N,99.98999023,12,7,WCMB,1003149
N,N,79.98999023,2,2,WC,1003150
Y,N,149.9899902,3,3,WCMB,1003151
Y,N,149.9899902,5,5,WCMB,1003152
Y,N,29.98999023,1,1,WC,1003153
N,N,29.98999023,2,2,NA,1003154
Y,N,59.98999023,5,5,WCMB,1003155
N,N,29.98999023,2,2,WCMB,1003156
Y,N,199.9899902,7,4,WCMB,1003157
Y,N,199.9899902,11,4,WCMB,1003158
N,N,79.98999023,2,2,WC,1003159
N,N,399.9899902,3,3,WCMB,1003160
Y,N,29.98999023,1,1,NA,1003161
Y,N,149.9899902,6,3,WCMB,1003162
Y,N,129.9899902,3,3,WCMB,1003163
Y,N,149.9899902,3,2,WCMB,1003164
T,N,99.98999023,2,2,WCMB,1003165
Y,R,99.98999023,4,3,WCMB,1003166
Y,N,29.98999023,2,2,WC,1003167
Y,R,99.98999023,7,3,WCMB,1003168
T,N,399.9899902,3,3,WCMB,1003169
N,N,129.9899902,4,4,WCMB,1003170
N,N,29.98999023,1,1,NA,1003171
Y,N,129.9899902,3,3,WCMB,1003172
Y,N,149.9899902,5,3,WCMB,1003173
Y,N,59.98999023,3,3,WCMB,1003174
Y,N,199.9899902,3,2,WCMB,1003175
N,N,29.98999023,1,1,NA,1003176
N,N,29.98999023,2,2,NA,1003177
Y,N,29.98999023,1,1,WC,1003178
N,N,29.98999023,1,1,NA,1003179
N,N,129.9899902,2,2,WCMB,1003180
N,N,29.98999023,1,1,NA,1003181
Y,N,29.98999023,2,1,WC,1003182
Y,N,29.98999023,1,1,WC,1003183
Y,N,129.9899902,4,4,WCMB,1003184
Y,N,29.98999023,1,1,WC,1003185
Y,N,29.98999023,3,1,WC,1003186
T,N,99.98999023,5,4,WCMB,1003187
Y,N,29.98999023,2,1,NA,1003188
